2018 SOC Code,2018 SOC Direct Match Title
51-5111,Pre-Press Proofer
51-5111,Prepress Stripper
51-5111,Type Setter
51-5112,Digital Press Operator
51-5112,Flexographic Press Operator
51-5112,Gravure Press Operator
51-5112,Lithograph Press Operator
51-5112,Lithographing Machine Operator
51-5112,Offset Lithographic Press Setter and Set-Up Operator
51-5112,Offset Press Operator
51-5112,Printing Machine Operator
51-5112,Screen Printing Machine Operator
51-5112,Screen Printing Press Operator
51-5112,Silk Screen Operator
51-5112,Silk Screen Printer
51-5112,Web Offset Press Feeder
51-5112,Web Press Operator
51-5113,Bindery Cutter Operator
51-5113,Bindery Folder Operator
51-5113,Bindery Machine Operator
51-5113,Bindery Worker
51-5113,Book Repairer
51-5113,Bookbinder
51-5113,Bookbinding Machine Operator
51-5113,Case Binder Operator
51-5113,Foil Stamp Operator
51-5113,Perfect Binder Operator
51-5113,Saddle Stitch Operator
51-5113,Saddle Stitcher Operator
51-5113,Spiral Binder Operator
51-6011,Drycleaner
51-6011,Launderer
51-6011,Laundress
51-6011,Laundry Attendant
51-6011,Laundry Equipment Operator
51-6011,Laundry Operator
51-6011,Laundry Sorter
51-6011,Laundry Worker
51-6011,Precision Dyer
51-6021,Clothes Ironer
51-6021,Clothes Presser
51-6021,Clothing Presser
51-6021,Garment Presser
51-6021,Pants Presser
51-6021,Shirt Presser
51-6021,Silk Presser
51-6021,Wool Presser
51-6031,Blind Stitch Machine Operator
51-6031,Button Sewing Machine Operator
51-6031,Carpet Sewing Machine Operator
51-6031,Custom T-Shirt Embroidery Machine Operator
51-6031,Embroidery Machine Operator
51-6031,Hemming and Tacking Machine Operator
51-6031,Ultrasonic Seaming Machine Operator
51-6041,Cobbler
51-6041,Leather Lacer
51-6041,Leather Worker
51-6041,Luggage Repairer
51-6041,Saddle and Harness Maker
51-6041,Saddle Maker
51-6041,Shoe Maker
51-6041,Shoe Repairer
51-6041,Shoemaker
51-6042,Arch Cushion Press Operator
51-6042,Insole Beveler
51-6042,Lacing Operator
51-6042,Lasting Machine Operator
51-6042,Pump Stitcher
51-6042,Rasper Machine Operator
51-6042,Shoe Cementer
51-6042,Shoe Sewing Machine Operator and Tender
51-6042,Sole Trimmer
51-6051,Hand Quilter
51-6051,Hand Sewer
51-6051,Hand Stitcher
51-6051,Hand Weaver
51-6052,Alterations Sewer
51-6052,Alterations Tailor
51-6052,Bridal Gown Fitter
51-6052,Coat Cutter
51-6052,Coat Maker
51-6052,Couture Dressmaker
51-6052,Dress Fitter
51-6052,Fur Tailor
51-6052,Garment Fitter
51-6052,Suit Maker
51-6052,Vest Maker
51-6061,Cloth Dyer
51-6061,Dye Range Operator
51-6061,Rug Dyer
51-6061,Skein Yarn Dyer
51-6061,Yarn Dyer
51-6062,Bedspread Cutter
51-6062,Canvas Cutter
51-6062,Cloth Cutter
51-6062,Industrial Fabric Cutter
51-6062,Textile Slitting Machine Operator
51-6062,Twill Cutter
51-6062,Upholstery Cutter
51-6062,Welt Trimming Machine Operator
51-6063,Crochet Machine Operator
51-6063,Jacquard Loom Weaver
51-6063,Knitter Operator
51-6063,Knitting Machine Operator
51-6063,Loom Operator
51-6063,Looping Machine Operator
51-6063,Warp Knitting Machine Operator
51-6064,Rope Machine Setter
51-6064,Roving Winder
51-6064,Silk Winding Machine Operator
51-6064,Twister Operator
51-6064,Winder Operator
51-6091,Drawbench Operator
51-6091,Fiber Machine Tender
51-6091,Synthetic Filament Extruder
51-6092,Clothing Patternmaker
51-6092,Embroidery Patternmaker
51-6092,Fabric Pattern Grader
51-6093,Aircraft Seat Upholsterer
51-6093,Auto Upholsterer
51-6093,Chair Upholsterer
51-6093,Dining Chair Seat Cushion Trimmer
51-6093,Furniture Upholsterer
51-6093,Seating Upholsterer
51-6099,Apparel Embroidery Digitizer
51-6099,Feltmaker
51-6099,Hat Blocking Machine Operator
51-6099,Swatch Maker
51-6099,Tassel Making Machine Operator
51-7011,Cabinet Builder
51-7011,Cabinetmaker
51-7011,Marquetry Worker
51-7011,Wood Furniture Assembler
51-7011,Wood Working Assembler
51-7021,Cabinet Finisher
51-7021,Furniture Refinisher
51-7021,Furniture Sander
51-7021,Piano Refinisher
51-7021,Wood Cabinet Finisher
51-7031,Architectural Wood Model Maker
51-7032,Wood Die Maker
51-7041,Backup Sawyer
51-7041,Band Scroll Saw Operator
51-7041,Bandmill Operator
51-7041,Buzzsaw Operator
51-7041,Chop Saw Operator
51-7041,Circle Saw Operator
51-7041,Curve Saw Operator
51-7041,Cut Off Saw Operator
51-7041,Hardwood Sawyer
51-7041,Headrig Sawyer
51-7041,Panel Saw Operator
51-7041,Rip Saw Operator
51-7041,Stave Saw Operator
51-7041,Trim Saw Operator
51-7042,Computer Numerically Controlled (CNC) Wood Lathe Operator
51-7042,Roof Truss Builder
51-7042,Speed Belt Sander
51-7042,Tenon Operator
51-7042,Wood Boring Machine Operator
51-7042,Wood Dowel Machine Operator
51-7042,Wood Lathe Operator
51-7042,Wood Planer
51-7099,Pole Framer
51-7099,Timber Framer
51-7099,Wood Carver
51-7099,Wood Casket Assembler
51-7099,Wood Veneer Taper
51-8011,Nuclear Control Room Operator
51-8011,Nuclear Reactor Operator
51-8011,Nuclear Station Operator
51-8011,Reactor Operator
51-8012,Power System Dispatcher
51-8012,Steam and Power Panel Operator
51-8012,Steam Plant Control Room Operator
51-8012,Substation Operator
51-8013,Hydroelectric Plant Operator
51-8013,Power Plant Control Room Operator
51-8013,Powerhouse Operator
51-8013,Turbine Room Attendant
51-8021,Boiler Engineer
51-8021,Boiler Operator 
51-8021,Boiler Plant Operator
51-8021,Boiler Room Operator
51-8021,"Heating, Ventilation, and Air Conditioning (HVAC) Mechanic Boiler Operator"
51-8021,High Pressure Boiler Operator
51-8031,Industrial Waste Treatment Technician
51-8031,Lead Sewage Plant Operator
51-8031,Liquid Waste Treatment Plant Operator
51-8031,Sewage Plant Operator
51-8031,Waste Treatment Operator
51-8031,Wastewater Operator
51-8031,Water Plant Operator
51-8031,Water Treatment Technician
51-8091,Chemical Plant Operator
51-8091,Chemical Treatment Plant Technician
51-8091,Nitric Acid Plant Operator
51-8091,Nitrogen Operator
51-8091,Pharmaceutical Manufacturing Machine Operator
51-8092,Gas Controller
51-8092,Gas Plant Dispatcher
51-8092,Gas Plant Technician
51-8092,Natural Gas Plant Technician
51-8093,Hydrotreater Operator
51-8093,Oil Gauger
51-8093,Oil Pipeline Dispatcher
51-8093,Oil Pipeline Operator
51-8093,Oil Refiner
51-8093,Petroleum Plant Operator
51-8093,Petroleum Refinery Control Panel Operator
51-8093,Petroleum Refinery Operator
51-8093,Petroleum Refining Equipment Operator
51-8099,Asphalt Plant Operator
51-8099,Concrete Batch Plant Operator
51-8099,Lime Filter Operator
51-8099,Sand Plant Attendant
51-9011,Acid Purification Equipment Operator
51-9011,Chemical Machine Tender
51-9011,Chemical Process Equipment Operator
51-9011,Chemical Processor
51-9011,Chemical Treatment Operator
51-9012,Brewmaster
51-9012,Fermentation Operator
51-9012,Fermenter
51-9012,Linseed Oil Temperer
51-9012,Milk Pasteurizer
51-9012,Milk Processor
51-9012,Molasses Preparer
51-9012,Pasteurizer
51-9012,Winemaker
51-9021,Beveling and Edging Machine Operator
51-9021,Beveller Operator
51-9021,Blanchard Grinder Operator
51-9021,Crusher Plant Operator
51-9021,Cullet Crusher and Washer
51-9021,Industrial Coffee Grinder
51-9021,Marble and Granite Polisher
51-9021,Mix Crusher Operator
51-9021,Pulverizer Operator
51-9022,Hand Buffer
51-9022,Hand Sander
51-9022,Jewelry Grinder
51-9022,Jewelry Polisher
51-9022,Knife Grinder
51-9022,Ring Polisher
51-9023,Asphalt Blender
51-9023,Clay Mixer
51-9023,Concrete Batcher
51-9023,Dye Mixer
51-9023,Glue Mixer
51-9023,Ink Blender
51-9023,Ink Mixer
51-9023,Plaster Mixer
51-9023,Resin Mixer
51-9031,Fur Trimmer
51-9031,Hand Cloth Cutter
51-9031,Hand Fabric Cutter
51-9031,Portable Machine Cutter
51-9032,Dog Food Shredder Operator
51-9032,Glass Cutting Machine Operator
51-9032,Insulation Cutter
51-9032,Paper Cutter
51-9032,Paper Slitter
51-9032,Rubber Trimmer
51-9032,Shearing Machine Tender
51-9032,Trimming Operator
51-9041,Bowling Ball Molder
51-9041,Brick Maker
51-9041,Cigarette Stamper
51-9041,Extrusion Press Operator
51-9041,Paper Baling Machine Operator
51-9041,Rubber Extrusion Operator
51-9041,Sugar Presser
51-9041,Tuber Operator
51-9051,Calciner Operator
51-9051,Dry Kiln Operator
51-9051,Induction Furnace Operator
51-9051,Lime Kiln Operator
51-9051,Lumber Kiln Operator
51-9051,Rubber Curer
51-9051,Soap Drier Tender
51-9051,Tunnel Kiln Operator
51-9061,Ampoule Examiner
51-9061,Bag Grader
51-9061,Cigarette Examiner
51-9061,Compressed Gas Tester
51-9061,Machined Parts Quality Inspector
51-9061,Petroleum Sampler
51-9061,Quality Assurance Inspector
51-9061,Quality Control Inspector
51-9061,Quality Inspector
51-9061,Spark Plug Tester
51-9071,Diamond Grader
51-9071,Diamond Polisher
51-9071,Diamond Setter
51-9071,Facetor
51-9071,Gem Cutter
51-9071,Gemologist
51-9071,Goldsmith
51-9071,Jewelry Repairer
51-9071,Jewelsmith
51-9071,Lapidarist
51-9071,Pewterer
51-9071,Silversmith
51-9081,Crown and Bridge Dental Lab Technician
51-9081,Crown and Bridge Technician
51-9081,Crown Ceramist
51-9081,Dental Ceramist
51-9081,Dental Laboratory Worker
51-9081,Dental Mold Maker
51-9081,Dental Technician
51-9081,Orthodontic Technician
51-9082,Arch-Support Maker
51-9082,Brace Maker
51-9082,Hearing Aid Repair Technician
51-9082,Manufacturing Orthopedic Technologist
51-9082,Orthotic Fabricator Technician
51-9082,Orthotic Finish Grinding Technician
51-9082,Orthotics Fitter
51-9082,Orthotics Technician
51-9082,Prosthetics Fabrication Technician
51-9082,Prosthetics Lab Technician
51-9082,Prosthetics Technician
51-9082,Surgical Appliance Fitter
51-9083,Contact Lens Cutter
51-9083,Contact Lens Technician
51-9083,Eyeglass Assembler
51-9083,Eyeglass Lens Cutter
51-9083,Eyeglass Maker
51-9083,Lens Grinder
51-9083,Lens Grinder and Polisher
51-9083,Lens Mounter
51-9083,Precision Lens Centerer and Edger
51-9083,Prescription Eyeglass Maker
51-9111,Bottle Capper
51-9111,Bottle Line Worker
51-9111,Bottle Packer
51-9111,Can Filler
51-9111,Can Sealer
51-9111,Keg Filler
51-9111,Potato Chip Packaging Machine Operator
51-9111,Tea Bag Packer
51-9123,Ceramic Painter
51-9123,China Decorator
51-9123,Glass Decorator
51-9123,Lacquerer
51-9123,Sign Painter
51-9124,Aircraft Painter
51-9124,Auto Body Painter
51-9124,Auto Painter
51-9124,Automobile Body Painter
51-9124,Automobile Refinisher
51-9124,Automotive Paint Technician
51-9124,Automotive Refinish Technician
51-9124,Automotive Spray Painter
51-9124,Boat Painter
51-9124,Electrostatic Paint Operator
51-9124,Lacquer Spray Booth Operator
51-9124,Paint Line Operator
51-9124,Railroad Car Painter
51-9124,Spraying Machine Operator
51-9124,Tactical Vehicle Painter
51-9141,Electronic Semiconductor Processor
51-9141,Semiconductor Assembler
51-9141,Wafer Fabricator
51-9151,Digital Imaging Technician
51-9151,Digital Photo Printer
51-9151,Digital Photo Technician
51-9151,Digital Retoucher
51-9151,Film Developing Machine Operator
51-9151,Film Printer
51-9151,Film Process Operator
51-9151,Film Processor
51-9151,Photo Lab Specialist
51-9151,Photo Lab Technician
51-9151,Photo Machine Operator
51-9151,Photo Print Specialist
51-9151,Photo Retoucher
51-9151,Print Retoucher
51-9161,CNC Machine Operator
51-9161,CNC Operator
51-9161,Computer Numerically Controlled (CNC) Machinist
51-9161,Computer Numerically Controlled (CNC) Milling Machine Operator
51-9161,Computer Numerically Controlled (CNC) Shot Peening Operator
51-9161,Jig Boring Machine Operator
51-9161,Numerical Control Machine Operator
51-9161,Welding Robot Operator
51-9162,Computer Numerically Controlled (CNC) Programmer
51-9162,Numerical Control Programmer
51-9162,Numerical Tool and Process Control Programmer
51-9162,Numerical Tool Programmer
51-9191,Glue Line Operator
51-9191,Glue Machine Operator
51-9191,Glue Reel Operator
51-9191,Paper Gluing Operator
51-9192,Acid Dipper
51-9192,Bottle Washing Machine Operator
51-9192,Degreaser Operator
51-9192,Glass Cleaning Machine Tender
51-9192,Immersion Metal Cleaner
51-9192,Metal Pickling Equipment Operator
51-9192,Pickle House Operator
51-9193,Ammonia Refrigeration Worker
51-9193,Chiller Operator
51-9193,Chiller Tender
51-9193,Freezer Operator
51-9193,Refrigerating Machine Operator
51-9193,Refrigeration Operator
51-9194,Engraver
51-9194,Glass Etcher
51-9194,Laser Engraver
51-9194,Machine Engraver
51-9194,Metal Engraver
51-9194,Pantograph Engraver
51-9194,Rotary Engraver
51-9194,Rubber Engraver
51-9195,Burial Vault Maker
51-9195,Cigar Roller
51-9195,Clay Modeler
51-9195,Concrete Vault Maker
51-9195,Glass Bender
51-9195,Glass Block Bender
51-9195,Glass Blower
51-9195,Glass Presser
51-9195,Glass Tube Bender
51-9195,Mannequin Mold Maker
51-9195,Neon Glass Bender
51-9195,Neon Glass Blower
51-9195,Neon Molder
51-9195,Neon Tube Bender
51-9195,Rubber Molder
51-9195,Stone Carver
51-9196,Box Fabricator
51-9196,Carton Making Machine Operator
51-9196,Corrugated Box Machine Operator
51-9196,Corrugator Machine Operator
51-9196,Corrugator Operator
51-9196,Envelope Machine Operator
51-9196,Napkin Machine Operator
51-9196,Paper Bag Machine Operator
51-9196,Paper Cone Machine Tender
51-9196,Paper Machine Operator
51-9197,Auto Tire Recapper
51-9197,Retreader
51-9197,Tire Finisher
51-9197,Tire Molder
51-9197,Tire Retreader
51-9198,Blending Tank Helper
51-9198,Commercial Baker Helper
51-9198,Machinist Helper
51-9198,Slitter Helper
51-9198,Tailor Helper
51-9198,Welder Helper
51-9198,Woodworker Helper
53-1041,Air Cargo Ground Crew Supervisor
53-1041,Air Cargo Ground Operations Supervisor
53-1041,Air Cargo Supervisor
53-1041,Aircraft Loadmaster
53-1041,Airport Ramp Supervisor
53-1042,Material Handling Crew Supervisor
53-1042,Warehouse Supervisor
53-1043,Crane Crew Supervisor
53-1043,Truck Driver Supervisor
53-1044,Chief Ship Steward
53-1044,Flight Service Manager
53-1049,Gas Station Supervisor
53-2011,Airline Captain
53-2011,Airline Pilot
53-2011,Airline Pilot Flight Instructor
53-2011,Airline Pilot In Command
53-2011,Airline Pilot Second In Command
53-2011,Airline Transport Pilot
53-2011,Charter Pilot (Air Transport Pilot Certificate Required)
53-2011,Charter Pilot (Airline)
53-2011,Regional Airline Pilot
53-2012,Aerial Crop Duster
53-2012,Aerial Hurricane Hunter
53-2012,Aerial Sprayer
53-2012,Agricultural Pilot
53-2012,Air Ambulance Captain
53-2012,Air Tour Pilot
53-2012,Balloon Pilot
53-2012,Charter Pilot (Commercial Pilot Certificate Required)
53-2012,Charter Pilot (Commercial)
53-2012,Commercial Helicopter Pilot
53-2012,Corporate Pilot
53-2012,Emergency Medical Service Helicopter Pilot
53-2012,Emergency Medical Service Rotary Wing Pilot
53-2012,EMS Helicopter Pilot
53-2012,Executive Pilot
53-2012,Flight Instructor (Commercial Pilots)
53-2012,Helicopter Pilot
53-2021,Air Traffic Control Operator
53-2021,Air Traffic Control Specialist
53-2021,Air Traffic Coordinator
53-2021,Airport Tower Controller
53-2021,Control Tower Operator
53-2021,Enroute Controller
53-2022,Aviation Operations Specialist
53-2022,Flight Operations Coordinator
53-2031,Airline Flight Attendant
53-2031,Airplane Flight Attendant
53-2031,Flight Steward
53-3011,Ambulance Attendant
53-3011,Emergency Medical Services (EMS) Driver
53-3011,Emergency Medical Services Driver
53-3031,Bobtailer
53-3031,Delivery Sales worker
53-3031,Newspaper Deliverer
53-3031,Newspaper Delivery Driver
53-3031,Pizza Delivery Driver
53-3031,Route Sales Person
53-3031,Route Salesperson
53-3031,Sales Route Driver
53-3032,Auto Carrier Driver
53-3032,Cement Truck Driver
53-3032,Concrete Mixer Driver
53-3032,Concrete Mixer Truck Driver
53-3032,Dump Truck Driver
53-3032,Fuel Truck Driver
53-3032,Garbage Truck Driver
53-3032,Line Haul Driver
53-3032,Log Truck Tractor-Trailer Driver
53-3032,Logging Flatbed Truck Driver
53-3032,Logging Truck Driver
53-3032,Over-the-Road Driver
53-3032,Self-loading Flatbed Truck Driver
53-3032,Semi-Truck Driver
53-3032,Tanker Driver
53-3032,Tow Truck Operator
53-3033,Grocery Light Truck Driver
53-3033,Parcel Truck Driver
53-3051,School Bus Driver
53-3051,School Bus Operator
53-3051,Special Education Bus Driver
53-3052,Charter Coach Driver
53-3052,Motor Coach Bus Driver
53-3052,Motor Coach Driver
53-3052,Motor Coach Tour Operator
53-3052,Public Transit Bus Driver
53-3052,Public Transit Trolley Driver
53-3053,Airport Apron Bus Driver
53-3053,Airport Shuttle Driver
53-3053,Airside Transfer Bus Driver
53-3053,Courtesy Car Driver
53-3053,Courtesy Van Driver
53-3053,Funeral Car Driver
53-3053,Hearse Driver
53-3053,Hotel Shuttle Driver
53-3053,Nonemergency Medical Transporter
53-3054,Cab Driver
53-3054,Rideshare Cab Driver
53-3099,Assembly Line Driver
53-3099,Ice-Resurfacing Machine Operators
53-3099,Motorcycle Deliverer
53-3099,Street Cleaning Equipment Operator
53-3099,Street Sweeper Operator
53-4011,Freight Engineer
53-4011,Railroad Engineer
53-4011,Railway Engineer
53-4011,Train Engineer
53-4013,Coal Tram Driver
53-4013,Dinkey Driver
53-4013,Dinkey Operator
53-4013,Engine Hostler
53-4013,Haulage Engine Operator
53-4013,Railcar Switcher
53-4013,Yard Hostler
53-4022,Diesel Locomotive Firer
53-4022,Dinkey Engine Firer
53-4022,Freight Brake Operator
53-4022,Locomotive Switch Operator
53-4022,Railroad Brake Operator
53-4022,Railroad Firer
53-4022,Railway Switch Operator
53-4022,Switch Coupler
53-4022,Train Brake Operator
53-4031,Freight Conductor
53-4031,Passenger Car Conductor
53-4031,Train Conductor
53-4031,Yard Conductor
53-4041,Light Rail Operator
53-4041,Light Rail Transit Operator
53-4041,Light Rail Vehicle Operator
53-4041,Rapid Transit Operator
53-4041,Subway Conductor
53-4041,Subway Train Operator
53-4041,Tram Operator
53-4041,Trolley Car Operator
53-4099,Railway Equipment Operator
53-4099,Retarder Operator
53-4099,Transfer Table Operator
53-5011,Able Seaman
53-5011,Deck Cadet
53-5011,Deck Hand
53-5011,Deckhand
53-5011,Merchant Mariner
53-5011,Merchant Seaman
53-5011,Ordinary Seaman
53-5011,Sailor
53-5011,Vessel Ordinary Seaman
53-5021,Barge Captain
53-5021,Barge Master
53-5021,Boat Pilot
53-5021,Car Ferry Captain
53-5021,Car Ferry Master
53-5021,Coastal Tug Mate
53-5021,Deck Officer
53-5021,Docking Pilot
53-5021,Ferry Boat Captain
53-5021,Ferry Captain
53-5021,Ferryboat Captain
53-5021,First Mate
53-5021,Harbor Boat Pilot
53-5021,Harbor Pilot
53-5021,Harbor Tug Captain
53-5021,Port Captain
53-5021,River Boat Captain
53-5021,River Pilot
53-5021,Sailboat Captain
53-5021,Ship Harbor Pilot
53-5021,Tow Boat Captain
53-5021,Towboat Pilot
53-5021,Tug Boat Captain
53-5021,Tugboat Captain
53-5021,Tugboat Mate
53-5021,Tugboat Operator
53-5021,Tugboat Pilot
53-5022,Launch Operator
53-5022,Outboard Motorboat Operator
53-5022,Speedboat Driver
53-5022,Speedboat Operator
53-5022,Water Taxi Ferry Operator
53-5022,Water Taxi Operator
53-5031,Barge Engineer
53-5031,Ferry Engineer
53-5031,Towboat Engineer
53-5031,Tug Boat Engineer
53-5031,Tugboat Engineer
53-6011,Bridge Operator
53-6011,Bridge Tender
53-6011,Dam Tender
53-6011,Lighthouse Keeper
53-6011,Lock and Dam Operator
53-6021,Auto Parker
53-6021,Car Jockey
53-6021,Parking Ramp Attendant
53-6021,Valet Parker
53-6021,Valet Runner
53-6031,Auto Service Station Attendant
53-6031,Gas and Oil Servicer
53-6031,Gas Pump Attendant
53-6031,Gas Station Attendant
53-6031,Oil Changer
53-6031,Pump Jockey
53-6031,Service Station Attendant
53-6032,Aircraft De-Icer
53-6032,Aircraft Refueler
53-6032,Airplane Refueler
53-6041,Highway Traffic Control Technician
53-6041,Traffic Engineering Technician
53-6041,Traffic Signal Technician
53-6041,Transportation Planning Technician
53-6041,Transportation Technician
53-6051,Aircraft Inspector
53-6051,Aircraft Landing Gear Inspector
53-6051,Aircraft Quality Control Inspector
53-6051,Airworthiness Safety Inspector
53-6051,Freight Inspector
53-6051,Locomotive Inspector
53-6051,Motor Vehicle Emissions Inspector
53-6051,Railroad Car Inspector
53-6051,Railroad Inspector
53-6051,School Bus Inspector
53-6051,Transit Vehicle Inspector
53-6061,Dining Car Steward
53-6061,Ship Steward
53-6061,Sleeping Car Service Attendant
53-6061,Train Attendant
53-6099,Pedicab Driver
53-6099,Rickshaw Driver
53-7011,Ash Conveyor Operator
53-7011,Assembly Line Tender
53-7011,Chip Bin Conveyor Tender
53-7011,Conveyor Belt Operator
53-7011,Conveyor Tender
53-7011,Grain Elevator Operator
53-7011,Packing Line Operator
53-7021,Boom Crane Operator
53-7021,Bridge Crane Operator
53-7021,Cherry Picker Operator
53-7021,Coal Tower Operator
53-7021,Electric Crane Operator
53-7021,Erecting Crane Operator
53-7021,Monorail Crane Operator
53-7021,Overhead Crane Operator
53-7021,Port Crane Operator
53-7021,Radio Control Crane Operator
53-7021,Scrap Crane Operator
53-7021,Tower Loader Operator
53-7021,Woodyard Crane Operator
53-7031,Dredge Deckhand
53-7031,Dredge Engineer
53-7031,Dredge Mate
53-7031,Dredger
53-7041,Hoist Operator
53-7041,Winch Derrick Operator
53-7041,Winch Operator
53-7051,Forklift Driver
53-7051,Forklift Operator
53-7051,Front-End Loader Operator
53-7051,Hydraulic Lift Driver
53-7051,Industrial Truck Operator
53-7051,Reach-Lift Truck Driver
53-7051,Stacker Operator
53-7061,Aircraft Cleaner
53-7061,Auto Cleaner
53-7061,Auto Detailer
53-7061,Automobile Detailer
53-7061,Beer Coil Cleaner
53-7061,Boat Detailer
53-7061,Bus Cleaner
53-7061,Bus Washer
53-7061,Car Wash Attendant
53-7061,Car Washer
53-7061,Equipment Cleaner
53-7061,Machine Cleaner
53-7061,Railroad Car Cleaner
53-7061,Truck Washer
53-7062,Cargo Handler
53-7062,Cart Pusher
53-7062,Freight Handler
53-7062,Grave Digger
53-7062,Manufacturing Laborer
53-7062,Material Handler
53-7062,Package Handler
53-7062,Shipping and Receiving Material Handler
53-7062,Van Loader
53-7062,Wharf Laborer
53-7063,Brick Offbearer
53-7063,Chain Offbearer
53-7063,Chopper Feeder
53-7063,Doffer
53-7063,Dryer Feeder
53-7063,Hopper Feeder
53-7063,Hopper Filler
53-7063,Line Feeder
53-7063,Offbearer
53-7063,Packing Machine Can Feeder
53-7063,Spike Machine Feeder
53-7063,Spinning Doffer
53-7063,Spooler Operator
53-7064,Bagger
53-7064,Carton Wrapper
53-7064,Egg Packer
53-7064,Gift Wrapper
53-7064,Grocery Store Bagger
53-7064,Meat Packager
53-7064,Meat Wrapper
53-7064,Utility Bagger
53-7065,Grocery Stocker
53-7065,Night Stocker
53-7065,Retail Stocker
53-7065,Store Stocker
53-7065,Warehouse Stocker
53-7071,Acetylene Gas Compressor
53-7071,Butane Compressor Operator
53-7071,Compressor Station Operator
53-7071,Gas Compressor Operator
53-7071,Gas Cylinder Processor
53-7071,Gas Storage Operator
53-7071,High Pressure Compressed Gas Filler
53-7071,Liquid Natural Gas Plant Operator
53-7071,LNG Plant Operator
53-7072,Acid Pump Operator
53-7072,Brewery Pumper
53-7072,Concrete Pump Operator
53-7072,Fluid Pump Operator
53-7073,Oil Field Pumper
53-7073,Oil Well Pumper
53-7073,Oilfield Plant and Field Operator
53-7081,Garbage Collector
53-7081,Recyclable Materials Collector
53-7081,Refuse Collector
53-7081,Scrap Metal Collector
53-7081,Solid Waste Collector
53-7081,Trash Collector
53-7121,Barge Loader
53-7121,Bulk Tank Car Unloader
53-7121,Dock Loader
53-7121,Rail Car Loader
53-7121,Rail Loader
53-7121,Ship Unloader
53-7121,Tank Car Loader
53-7121,Tank Truck Loader
53-7199,Back Hoe Operator
53-7199,Backhoe Operator
53-7199,Bulldozer Operator
53-7199,End Loader Operator
53-7199,Freight Elevator Operator
53-7199,Payloader Operator
53-7199,Shovel Operator
55-1011,Airdrop Systems Technician
55-1011,"Astronaut, Mission Specialist"
55-1011,Helicopter Officer
55-1011,"Naval Flight Officer, Airborne Reconnaissance Officer"
55-1011,"Naval Flight Officer, Bombardier/Navigator"
55-1011,"Naval Flight Officer, Electronic Warfare Officer"
55-1011,"Naval Flight Officer, Qualified Supporting Arms Coordinator (Airborne)"
55-1011,"Naval Flight Officer, Radar Intercept Officer"
55-1011,"Naval Flight Officer, Weapons Systems Officer"
55-1011,Special Project Airborne Electronics Evaluator
55-1012,Catapult And Arresting Gear Officer
55-1012,Flight Deck Officer
55-1012,Landing Signal Officer
55-1012,V/Stol Landing Signal Officer
55-1013,Armor Officer
55-1013,Assault Amphibious Vehicle (AAV) Officer
55-1013,Cavalry Officer
55-1013,Light-Armored Reconnaissance Officer
55-1013,Light-Armored Vehicle Officer
55-1013,Tank Officer
55-1014,Air Defense Artillery Officer
55-1014,Ammunition Officer
55-1014,"Division Officer, Weapons Department"
55-1014,"Division Officer, Weapons Department (Antisubmarine Weapons)"
55-1014,"Division Officer, Weapons Department (Guided Missiles)"
55-1014,"Division Officer, Weapons Department (Gunnery)"
55-1014,Field Artillery Officer
55-1014,Field Artillery Targeting Technician
55-1014,Fire Control Officer (Surface-To-Air Missiles)
55-1014,Ground Nuclear Weapons Assembly Officer
55-1014,"Guided Missile Test Officer, Air-Launched"
55-1014,Hawk Missile Air Defense Artillery
55-1014,Low Altitude Air Defense Officer
55-1014,Naval Gunfire Spotter
55-1014,Naval Surface Fire Support Planner
55-1014,Nuclear & Chemical Weapons Employment Officer
55-1014,Nuclear Weapons Custodian
55-1014,Ordnance Officer
55-1014,Patriot Missile Air Defense Artillery
55-1014,Short-Range Air Defense Artillery
55-1014,"Space And Missile Operations, Missile Combat Crew Officer"
55-1014,Strike Warfare/Missile Systems Officer
55-1014,Strike Warfare/Missile Systems Officer (Surface-To-Air Missile)
55-1014,Surface-To-Air Weapons Officer
55-1014,Targeting Acquisition Officer
55-1014,Weapons Military Characteristics Officer
55-1014,Weapons Officer
55-1014,Weapons Officer (Fleet Ballistic Missiles)
55-1014,"Weapons Officer, Naval Activity"
55-1015,Aadc Plans Staff Officer
55-1015,Advisor To Command In Combat
55-1015,Air Battle Manager
55-1015,Air Control/Anti-Air Warfare Officer
55-1015,Air Defense Control Officer
55-1015,Air Intercept Controller Supervisor
55-1015,Air Liaison And Special Staff
55-1015,Air Support Control Officer
55-1015,Anti-Air Warfare Operations Officer
55-1015,"Antisubmarine Classification And Analysis Officer, Aviation"
55-1015,Aoc Aadc Chief Of Operations Staff Officer
55-1015,Aoc Aadc Director And Chief Of Plans Staff Officer
55-1015,Aoc Aadc Operations Staff Officer
55-1015,Aoc Airspace Control Officer
55-1015,Aoc Director Combat Operations Officer
55-1015,Aoc Director Combat Plans Officer
55-1015,Aoc Director Intelligence Officer
55-1015,Aoc Information Operations Staff Officer
55-1015,Aoc Operations - Air Mobility / Logistics Chief
55-1015,Aoc Operations - Air Mobility / Logistics Officer
55-1015,Aoc Operations - Combat Search And Rescue Chief
55-1015,Aoc Operations - Combat Search And Rescue Officer
55-1015,Aoc Operations - Defensive Operations Officer
55-1015,Aoc Operations - Intelligence Chief
55-1015,Aoc Operations - Intelligence Officer
